Address,Full Address,Name,Date,Architect,Builder,Style,Link,Notes,Photo,Marker
634 Highland Rd,"634 Highland Rd, Ithaca, NY 14850",,1922,Carl C. Tallman,,English Cottage Revival,,"Home (1942-1951) to physicist, Nobel Prize and National Medal of Science recipient Peter Debye. Debye is buried in nearby Pleasant Grove Cemetery in Cayuga Heights. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUUlSNGNrU1hXUWc&export=download,
635 Highland Rd,"635 Highland Rd, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMkJzRmJocHFaMDg&export=download,
636 Highland Road,"42.468533, -76.492382",,2015,,,Stone Farm House,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMc2c4TnFtWmFyUjQ&export=download,
638 Highland Rd,"638 Highland Rd, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcmxrSmVpcmc1dWM&export=download,
640 Highland Rd,"640 Highland Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRXd2YzVlZENXUG8&export=download,
641 Highland Rd,"641 Highland Rd, Ithaca, NY 14850",,1959,,,Raised Ranch,,"Residence (2002-07) of Michal Lipson, electrical engineer specializing in photonics and MacArthur Award winner. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LZFdUa2NpMXVmczA&export=download,
642 Highland Rd,"642 Highland Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa2hMMHh5ajJCYkk&export=download,
7 Highland Park Lane,"7 Highland Park Lane, Ithaca, NY 14850",,1956,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYjVrNXc2NzFUUk0&export=download,
7 Lowell Pl,"7 Lowell Pl, Ithaca, NY 14850",,1986,,Frank Hanshaw,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWUNCU3JkUzFsRDg&export=download,
7 Pleasant Grove Lane,"7 Pleasant Grove Lane, Ithaca, NY 14850",,1977,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMmVyMlJDWEo2N0k&export=download,
7 Spruce Lane,"7 Spruce Lane, Ithaca, NY 14850",,1935,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYm96NXl5SXk0UWc&export=download,
7 Winthrop Pl,"7 Winthrop Pl, Ithaca, NY 14850",,1963,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMzQzSXhIdkhvWjQ&export=download,
701 Highland Rd,"701 Highland Rd, Ithaca, NY 14850",,1949,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdGR5OEQ5bkpweE0&export=download,
701 The Parkway,"701 The Parkway, Ithaca, NY 14850",,1959,,Erma Cicchetti,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOThFMUZOeTk4REU&export=download,
701 Triphammer Rd,"701 Triphammer Rd, Ithaca, NY 14850",Palmer Woods,,,,Land only,,"Land transferred by E. Laurence and Katherine Palmer of Oak Hill Road, who lived across the street. In the 1930s, neighborhood children used to play ""Capture the Flag"" here. (Public Sites, Natural Environment)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNVpZdjkxV25VcmM&export=download,
701 Wyckoff Rd,"701 Wyckoff Rd, Ithaca, NY 14850",,1950,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbm9hTC1MYXlNVms&export=download,
702 Cayuga Heights Rd,"702 Cayuga Heights Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTDlmQWdwb3FKZGc&export=download,
703 Cayuga Heights Rd,"703 Cayuga Heights Rd, Ithaca, NY 14850",,1953,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeGJHLV9qRFlsQmM&export=download,
704 Triphammer Rd,"704 Triphammer Rd, Ithaca, NY 14850",,1968,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX0pySldxSlBRMms&export=download,
705 Highland Rd,"705 Highland Park Ln, Ithaca, NY",,1972,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVm93NHRYRVpfZTg&export=download,
705 The Parkway,"705 The Parkway, Ithaca, NY 14850",,1999,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmttNzJ0ODczN3M&export=download,
706 Cayuga Heights Rd,"706 Cayuga Heights Rd, Ithaca, NY 14850",,1971,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVGRXeFN6ZXhsdm8&export=download,
706 Hanshaw Rd,"706 Hanshaw Rd, Ithaca, NY 14850",Hanshaw Farmhouse,1870,1983 addition by Robert Tallman,,Four Square,http://cayugaheightshistory.weebly.com/706-hanshaw-rd---savage-farmhouse.html,"The Savage Farmhouse is a handsome four rooms over four rooms design.The house's name came from Elmer and Genevieve Savage, who owned the property from 1919 to 1947. Richard Manning and Catherine Kline Manning lived on the lot in the 1860s and 1870s. Richard was a Civil War veteran and was a corporal in New York's 34th Regiment of Infantry, which fought battles in Virginia and Maryland, including the Battle of Antietam in September 1862. He is buried in nearby Pleasant Grove Cemetery in Cayuga Heights. Jared Newman developed the Highgate area on the site of the Troy Farm beginning just beyond the current location of this house, in 1922, hoping it would later become part of Cayuga Heights, which it did. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZ3k0QnpCcV82OWc&export=download,
706 The Parkway,"706 The Parkway, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUm1JN3Y4cVNVTzA&export=download,
707 Cayuga Heights Rd,"707 Cayuga Heights Rd, Ithaca, NY 14850",,1956,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMk04VFNXeW5Ub0E&export=download,
707 The Parkway,"707 The Parkway, Ithaca, NY 14850",,1950,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUjNjRnJGN3BaVUE&export=download,
709 Triphammer Rd,"709 Triphammer Rd, Ithaca, NY 14850",Pine Hill Apartments,1950,,,Brick Apartments,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVW9OWDdvTUNGZWs&export=download,
710 Hanshaw Rd,"710 Hanshaw Rd, Ithaca, NY 14850",,1953,,,Cape Cod,,"Former residence (1951) of physicist Paul Flory, winner of the Nobel Prize and the National Medal of Science. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdjZOa0NlakNoeEU&export=download,
710 Triphammer Rd,"710 Triphammer Rd, Ithaca, NY 14850",,1932,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUG4zbFJLTTRka0U&export=download,
711 Hanshaw Rd,"711 Hanshaw Rd, Ithaca, NY 14850",,1948,,,Ranch,,"Home (1949-51) to chemist Paul Flory, Nobel Prize and National Medal of Science recipient. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LTllqaXhlME0yRUU&export=download,
711 The Parkway,"711 The Parkway, Ithaca, NY 14850",,1969,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRUhPb3E4VjA4Sk0&export=download,
711 Triphammer Rd,"711 Triphammer Rd, Ithaca, NY 14850",,1939,Hewitt & Metzger,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZUV1eTg2eWN3dlk&export=download,
712 Hanshaw Rd,"712 Hanshaw Rd, Ithaca, NY 14850",,1900,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMd3V3WlRVUXQzNzg&export=download,
713 Hanshaw Rd,"713 Hanshaw Rd, Ithaca, NY 14850",,1968,,,Split Level,,"One-time residence of composer Steven Stucky, Pulitzer Prize winner. (Major Award Winner)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LNVVXa0pPa1Qwb1E&export=download,
714 Hanshaw Rd,"714 Hanshaw Rd, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMamd3SGFkOVk4VUk&export=download,
715 Hanshaw Rd,"715 Hanshaw Rd, Ithaca, NY 14850",,1949,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbm14SVhNakw3MDA&export=download,
715 The Parkway,"715 The Parkway, Ithaca, NY 14850",,1950,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUEFCU2Nzdk9hOTA&export=download,
715 Triphammer Rd,"715 Triphammer Rd, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUDhfanMwMzhRM0U&export=download,
717 Hanshaw Rd,"717 Hanshaw Rd, Ithaca, NY 14850",,2002,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRXZWYVR6VndCZU0&export=download,
719 Hanshaw Rd,"719 Hanshaw Rd, Ithaca, NY 14850",,1951,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcnFaWkNydGdIX00&export=download,
719 Triphammer Rd,"719 Triphammer Rd, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRm9KZzJ5Q2VzQlk&export=download,
721 Hanshaw Rd,"721 Hanshaw Rd, Ithaca, NY 14850",,1950,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNi1IMWVuZnFUNEE&export=download,
725 Hanshaw Rd,"725 Hanshaw Rd, Ithaca, NY 14850",,1945,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMalUzZ3pMTjAzdGc&export=download,
790 Hanshaw Rd,"790 Hanshaw Rd, Ithaca, NY 14850",,1967,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWUxtZmN2UkZoVWs&export=download,
8 Country Club Rd,"8 Country Club Rd, Ithaca, NY 14850",Westview Terrace Apartments,1940,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZzZZem9qTDA3OWc&export=download,
8 Highland Park Lane,"8 Highland Park Lane, Ithaca, NY 14850",,1956,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTFZ3WXE0MWVud28&export=download,
8 Lowell Pl,"8 Lowell Pl, Ithaca, NY 14850",,1991,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTm9mS2g0b0lUb2c&export=download,
8 Winthrop Pl,"8 Winthrop Pl, Ithaca, NY 14850",,1964,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYWlualV5MmVBaE0&export=download,
800 Hanshaw Rd,"800 Hanshaw Rd, Ithaca, NY 14850",,1936,,,Farm House,,"Home to physicist Richard M. Diamond, who worked on the ""Gammasphere"" and won the Bonner Prize. ",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYW81VGNtTURMUXM&export=download,
801 Triphammer Rd,"801 Triphammer Rd, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbVRyYnh0UGktcHc&export=download,
802 Hanshaw Rd,"802 Hanshaw Rd, Ithaca, NY 14850",,1953,,,Contemporary,,Home to physicist and Manhattan Project scientist Stirling Colgate (of the Colgate toothpaste family). He co-founded the Santa Fe Institute. (Manhattan Project),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVVp3X3NpcVNKOG8&export=download,
803 Hanshaw Rd,"803 Hanshaw Rd, Ithaca, NY 14850",,1935,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS3hjZmpLUjVlTkE&export=download,
805 Hanshaw Rd,"805 Hanshaw Rd, Ithaca, NY 14850",,1938,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVTAydzBoN1Z5VFk&export=download,
806 Hanshaw Rd,"806 Hanshaw Rd, Ithaca, NY 14850",,1948,Carl Tallman,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMR0ZGYW10bHBKZGs&export=download,
807 Hanshaw Rd,"807 Hanshaw Rd, Ithaca, NY 14850",,1935,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQlJxVGowNFJXR0k&export=download,
807 Triphammer Rd,"807 Triphammer Rd, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ0V4d0RveXoxSGc&export=download,
808 Hanshaw Rd,"808 Hanshaw Rd, Ithaca, NY 14850",,1914,,,Craftsman,,"In 1955-56, home of writer Vladimir Nabokov, author of Lolita and Pale Fire, among other books. Possibly rented from school teacher Ruth Fisher. Also one-time home of World Food Prize recipient Robert Chandler. (Notable Architecture, Major Award Winner)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN2VrdGQ0Qkp2NHM&export=download,
811 Hanshaw Rd,"811 Hanshaw Rd, Ithaca, NY 14850",,1952,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdnlDQVNUUEZKSkE&export=download,
811 Triphammer Rd,"811 Triphammer Rd, Ithaca, NY 14850",,1947,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN1VTVVo2MnlXckk&export=download,
812 Hanshaw Rd,"812 Hanshaw Rd, Ithaca, NY 14850",,1920,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMG9sOHUtc2FZdVU&export=download,
812 Triphammer Rd,"812 Triphammer Rd, Ithaca, NY 14850",,1936,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUkhvem5HdjJtWnM&export=download,
814 Hanshaw Rd,"814 Hanshaw Rd, Ithaca, NY 14850",,1932,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUEF0bTcyOEpVWGc&export=download,
815 Hanshaw Rd,"815 Hanshaw Rd, Ithaca, NY 14850",,1953,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMblJZU0gxVGNsdU0&export=download,
816 Hanshaw Rd,"816 Hanshaw Rd, Ithaca, NY 14850",,1931,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS0d2WTJHUF9pSEE&export=download,
816 Triphammer Rd,"816 Triphammer Rd, Ithaca, NY 14850",,1950,Carl C. Tallman,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaEtoYklhb1pKLXc&export=download,
817 Triphammer Rd,"817 Triphammer Rd, Ithaca, NY 14850",,1940,,Erma Cicchetti,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMHM3Z0VVdHNkTXM&export=download,
818 Hanshaw Rd,"818 Hanshaw Rd, Ithaca, NY 14850",,1930,,,Bungalow,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUHRkc29vVFFiWU0&export=download,
819 Hanshaw Rd,"819 Hanshaw Rd, Ithaca, NY 14850",,1948,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUHUzaUFReW42ajA&export=download,
819 Triphammer Rd,"819 Triphammer Rd, Ithaca, NY 14850",,1941,,Erma Cicchetti,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMM0xTUzhFT2Fld1k&export=download,
820 Hanshaw Rd,"820 Hanshaw Rd, Ithaca, NY 14850",,2003,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRFEyckVXTGJnWGs&export=download,
820 Triphammer Rd,"820 Triphammer Rd, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX05JQmxRSVNXbm8&export=download,
821 Hanshaw Rd,"821 Hanshaw Rd, Ithaca, NY 14850",,1968,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVkQzWk1HSzJNQzQ&export=download,
822 Hanshaw Rd,"822 Hanshaw Rd, Ithaca, NY 14850",,1975,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMzZVRnVNN1JIRVk&export=download,
823 Hanshaw Rd,"823 Hanshaw Rd, Ithaca, NY 14850",,1968,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMFZhQVNsSE5RYkU&export=download,
825 Hanshaw Rd,"825 Hanshaw Rd, Ithaca, NY 14850",,1946,,,Ranch,http://cayugaheightshistory.weebly.com/825-hanshaw-rd.html,"Minimal Traditional homes such as the one at 825 Hanshaw Road exemplify the inexpensive small houses prevalent across the United States during the Depression, the war years, and the postwar period. Built as part of the “Small House Movement,” these compact single-family homes had a simple layout—usually consisting of just two or three bedrooms, one bathroom, a kitchen, and a living room on a single level. Newspapers and magazines published plans for small homes that could be built quickly and affordably with standardized materials. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTWc2ekp3VGxYTzQ&export=download,
832 Hanshaw Rd,"832 Hanshaw Rd, Ithaca, NY 14850","Formerly Kline Farmhouse, ""Bedbug House""",1829,,,Farm House,http://cayugaheightshistory.weebly.com/830-hanshaw-rd---kline-farmhouse.html,"What happened after the sale of the old Manning Farm by Franklin C. Cornell to his sister Eunice and her husband Charles Taylor in 1919 is the story of what we know today as the Warren Real Estate building (with Tompkins Financial Corporation as its current tenant) at Community Corners. It was originally the farmhouse of the Kline family. Philip (1781-1874) and Elizabeth Winters (1787-1854) Kline migrated from New Jersey to Tompkins County by 1817. In that year they purchased 42.67 acres in Military Lot 90 from John Sharpe. After Benjamin Cradit’s death in 1823, the Klines bought part of the Cradit lands north of their original lot. The red brick Kline farmhouse was built on the former Cradit lands.
 
Eunice and Charles acquired the Kline farmhouse with the purchase of the Manning Farm from brother Franklin. They bought cows and ran a dairy business, which was not a great success. Widowed and without funds, Eunice was cared for by the farm manager and his wife. She died in 1942; the house was inhabited by a series of residents, thereby acquiring its infamous name, ""Bedbug House."" A cement garden, called ""The Mall"" was built in 1928 for the Taylors. Some of us may remember the house as the Peggy Cornwall women's clothing shop before Warren Real Estate moved in and accomplished renovations to the Federal style facade. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0B3Dz3xQqxQ8rNmFma2xiRFhLSTg&export=download,
836 Hanshaw Rd,"836 Hanshaw Rd, Ithaca, NY 14850",Marcham Hall; The Stone House; Stonecroft,1926,Helen Binkerd Young?,,Arts and Crafts,http://cayugaheightshistory.weebly.com/uploads/2/4/5/4/24545229/the_story_of_marcham_hall_june_13_2015_final.pdf,"Known as Stonecroft, this stone house was built for Dorothy Cornell, a granddaughter of Ezra Cornell. Dorothy's sister and brother-in-law, Eunice C. and Charles Taylor, lived next door at 830 Hanshaw. The home featured a slate roof, a chandelier or two from New York City's Hotel Martinique, a picket fence imported from France, fine ironwork hinges and handles on the doors and windows, a greenhouse, and a charming sun dial on the outside wall. The house changed hands many times after Dorothy lost her money in the Great Depression.
 
 In 1969 the Village purchased the house from the adjacent Village Green Shopping Center, naming it after Cornell professor and former Village mayor Frederick Marcham (112 Oak Hill Road), who served from 1956 to 1987. (Gardens, Notable Architecture, Public Sites, Notable Women)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMU1ctUDU4UExUTTA&export=download,
840 Hanshaw Rd,"840 Hanshaw Rd, Ithaca, NY 14850",Village Green Plaza,1980,,,Commercial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcGQybGFxbGpwdkU&export=download,
870 Highland Rd,"870 Highland Rd, Ithaca, NY 14850",,1949,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LZ3JzWS1idEQtTWc&export=download,
872 Highland Rd,"42.470965, -76.494148",,2004,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSGJ4Z19ndXVzbjQ&export=download,
875 Highland Rd,"875 Highland Rd, Ithaca, NY 14850",,1949,Tallman & Tallman,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUlRucjV6dnZtTjA&export=download,
876 Highland Rd,"876 Highland Rd, Ithaca, NY 14850",,1939,Albert Sheffer,,Colonial,,"Home of Charles Treman, Jr., relative of developer of Cayuga Heights. (Notable Architecture, Village History)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNkJYOTFQWTZTbWM&export=download,
878 Highland Rd,"878 Highland Rd, Ithaca, NY 14850",,1981,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdHJIeEtHamVBM1E&export=download,
880 Highland Rd,"880 Highland Rd, Ithaca, NY 14850",,1951,,,Ranch,,"In 1957-58, the home of writer Vladimir Nabokov, author of Lolita and Pale Fire, among other books.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmhXS1V2VlFzX1U&export=download,
889 Highland Rd,"889 Highland Rd, Ithaca, NY 14850",,1962,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRnJFNlB2SnNNR1k&export=download,
893 Highland Rd,"893 Highland Rd, Ithaca, NY 14850",,land only,,,Vacant,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMU2FsNURkS0YyekU&export=download,
9 Lowell Pl,"9 Lowell Pl, Ithaca, NY 14850",,1987,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdmJiRGxTZzhKZWs&export=download,
9 Parkway Pl,"9 Parkway Pl, Ithaca, NY 14850",,1910,,,Spanish Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVXFIdGxCSFZZcHM&export=download,
9 Pleasant Grove Lane,"9 Pleasant Grove Lane, Ithaca, NY 14850",,1982,,,Cape Cod,,"In the mid-1980s, this home was purchased by H.M. Hassan II, King of Morocco. ",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMckJKZzJGZTlUd0k&export=download,
